1.400000000000000000e+01 5.200000000000000000e+01 5.000000000000000000e+00 7.000000000000000000e+00 -2.000000000000000000e+00 6.000000000000000000e+00 4.649399999999999977e+02
2.800000000000000000e+01 3.000000000000000000e+01 3.000000000000000000e+00 5.000000000000000000e+00 -4.000000000000000000e+00 -1.000000000000000000e+00 -2.082000000000000028e+01
4.100000000000000000e+01 3.200000000000000000e+01 3.000000000000000000e+00 4.000000000000000000e+00 -4.000000000000000000e+00 8.000000000000000000e+00 6.540199999999999818e+02
3.900000000000000000e+01 3.300000000000000000e+01 2.000000000000000000e+00 7.000000000000000000e+00 0.000000000000000000e+00 6.000000000000000000e+00 6.518099999999999454e+02
1.900000000000000000e+01 4.300000000000000000e+01 7.000000000000000000e+00 2.000000000000000000e+00 -1.000000000000000000e+00 -9.000000000000000000e+00 9.373300000000000409e+02
4.200000000000000000e+01 4.600000000000000000e+01 5.000000000000000000e+00 -8.000000000000000000e+00 -5.000000000000000000e+00 7.000000000000000000e+00 7.778099999999999454e+02
4.700000000000000000e+01 3.900000000000000000e+01 4.000000000000000000e+00 9.000000000000000000e+00 -2.000000000000000000e+00 0.000000000000000000e+00 7.772200000000000273e+02
2.200000000000000000e+01 4.700000000000000000e+01 2.000000000000000000e+00 -9.000000000000000000e+00 2.000000000000000000e+00 -4.000000000000000000e+00 6.817000000000000455e+02
5.600000000000000000e+01 4.900000000000000000e+01 5.000000000000000000e+00 -5.000000000000000000e+00 -5.000000000000000000e+00 -4.000000000000000000e+00 -1.036999999999999922e+01
4.000000000000000000e+01 4.800000000000000000e+01 2.000000000000000000e+00 -3.000000000000000000e+00 1.000000000000000000e+00 -8.000000000000000000e+00 9.598899999999999864e+02
1.300000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+00 -9.000000000000000000e+00 4.000000000000000000e+00 -2.000000000000000000e+00 2.355300000000000011e+02
3.200000000000000000e+01 3.300000000000000000e+01 6.000000000000000000e+00 -6.000000000000000000e+00 -4.000000000000000000e+00 2.000000000000000000e+00 1.924000000000000057e+02
2.700000000000000000e+01 4.700000000000000000e+01 6.000000000000000000e+00 4.000000000000000000e+00 -2.000000000000000000e+00 4.000000000000000000e+00 3.270299999999999727e+02
1.600000000000000000e+01 5.000000000000000000e+01 3.000000000000000000e+00 7.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e+00 8.011499999999999773e+02
1.800000000000000000e+01 5.000000000000000000e+01 7.000000000000000000e+00 5.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+00 9.970199999999999818e+02
1.400000000000000000e+01 3.400000000000000000e+01 2.000000000000000000e+00 8.000000000000000000e+00 -3.000000000000000000e+00 4.000000000000000000e+00 7.290900000000000318e+02
2.400000000000000000e+01 3.700000000000000000e+01 6.000000000000000000e+00 1.000000000000000000e+00 -5.000000000000000000e+00 -5.000000000000000000e+00 5.093700000000000045e+02
5.900000000000000000e+01 3.100000000000000000e+01 2.000000000000000000e+00 -4.000000000000000000e+00 -1.000000000000000000e+00 -7.000000000000000000e+00 4.666700000000000159e+02
5.800000000000000000e+01 3.000000000000000000e+01 4.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 2.900299999999999727e+02
3.800000000000000000e+01 4.800000000000000000e+01 6.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 5.000000000000000000e+00 6.537699999999999818e+02
4.100000000000000000e+01 3.200000000000000000e+01 4.000000000000000000e+00 -1.000000000000000000e+01 0.000000000000000000e+00 -9.000000000000000000e+00 9.837599999999999909e+02
4.000000000000000000e+01 4.400000000000000000e+01 2.000000000000000000e+00 9.000000000000000000e+00 -3.000000000000000000e+00 -7.000000000000000000e+00 1.093839999999999918e+03
5.200000000000000000e+01 3.700000000000000000e+01 5.000000000000000000e+00 6.000000000000000000e+00 3.000000000000000000e+00 -3.000000000000000000e+00 -1.335200000000000102e+02
2.000000000000000000e+01 5.600000000000000000e+01 7.000000000000000000e+00 -3.000000000000000000e+00 3.000000000000000000e+00 4.000000000000000000e+00 9.532799999999999727e+02
5.000000000000000000e+01 4.700000000000000000e+01 2.000000000000000000e+00 -1.000000000000000000e+01 -4.000000000000000000e+00 0.000000000000000000e+00 4.221700000000000159e+02
5.100000000000000000e+01 4.000000000000000000e+01 7.000000000000000000e+00 -3.000000000000000000e+00 3.000000000000000000e+00 -3.000000000000000000e+00 -9.581000000000000227e+01
1.600000000000000000e+01 5.700000000000000000e+01 7.000000000000000000e+00 -7.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000000e+00 7.131299999999999955e+02
5.200000000000000000e+01 4.600000000000000000e+01 4.000000000000000000e+00 -1.000000000000000000e+01 1.000000000000000000e+00 -9.000000000000000000e+00 1.424199999999999875e+02
2.500000000000000000e+01 4.900000000000000000e+01 6.000000000000000000e+00 6.000000000000000000e+00 2.000000000000000000e+00 -9.000000000000000000e+00 4.243999999999999773e+02
2.700000000000000000e+01 3.900000000000000000e+01 2.000000000000000000e+00 -8.000000000000000000e+00 -5.000000000000000000e+00 -2.000000000000000000e+00 5.342000000000000171e+01
1.900000000000000000e+01 3.400000000000000000e+01 3.000000000000000000e+00 -9.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000000e+00 8.241799999999999500e+02
1.300000000000000000e+01 5.100000000000000000e+01 7.000000000000000000e+00 -7.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.440099999999999909e+02
4.800000000000000000e+01 5.200000000000000000e+01 7.000000000000000000e+00 -1.000000000000000000e+01 4.000000000000000000e+00 4.000000000000000000e+00 5.964400000000000546e+02
4.300000000000000000e+01 4.000000000000000000e+01 5.000000000000000000e+00 -5.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 8.867100000000000364e+02
4.900000000000000000e+01 4.500000000000000000e+01 2.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 5.545499999999999545e+02
2.100000000000000000e+01 3.700000000000000000e+01 4.000000000000000000e+00 -5.000000000000000000e+00 4.000000000000000000e+00 7.000000000000000000e+00 5.240499999999999545e+02
4.500000000000000000e+01 4.800000000000000000e+01 5.000000000000000000e+00 -8.000000000000000000e+00 3.000000000000000000e+00 -2.000000000000000000e+00 6.859500000000000455e+02
1.600000000000000000e+01 4.400000000000000000e+01 3.000000000000000000e+00 -6.000000000000000000e+00 -3.000000000000000000e+00 4.000000000000000000e+00 9.320900000000000318e+02
4.900000000000000000e+01 3.100000000000000000e+01 5.000000000000000000e+00 -1.000000000000000000e+01 -3.000000000000000000e+00 7.000000000000000000e+00 1.803700000000000045e+02
2.000000000000000000e+01 3.000000000000000000e+01 5.000000000000000000e+00 -1.000000000000000000e+01 -1.000000000000000000e+00 -4.000000000000000000e+00 8.462500000000000000e+02
5.200000000000000000e+01 4.900000000000000000e+01 2.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 -3.000000000000000000e+00 -7.893000000000000682e+01
1.900000000000000000e+01 4.900000000000000000e+01 2.000000000000000000e+00 -9.000000000000000000e+00 2.000000000000000000e+00 3.000000000000000000e+00 1.166359999999999900e+03
2.600000000000000000e+01 5.400000000000000000e+01 5.000000000000000000e+00 3.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000000e+00 3.446000000000000085e+01
5.500000000000000000e+01 4.100000000000000000e+01 6.000000000000000000e+00 -4.000000000000000000e+00 -2.000000000000000000e+00 1.000000000000000000e+00 1.742800000000000011e+02
5.400000000000000000e+01 4.500000000000000000e+01 4.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 -1.000000000000000000e+01 -1.792199999999999989e+02
3.400000000000000000e+01 3.400000000000000000e+01 4.000000000000000000e+00 6.000000000000000000e+00 -5.000000000000000000e+00 -2.000000000000000000e+00 1.399999999999999911e+00
5.900000000000000000e+01 5.900000000000000000e+01 3.000000000000000000e+00 8.000000000000000000e+00 4.000000000000000000e+00 -1.000000000000000000e+01 2.611200000000000045e+02
5.000000000000000000e+01 5.700000000000000000e+01 6.000000000000000000e+00 -5.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000000e+00 -7.459999999999999964e+00
2.300000000000000000e+01 3.300000000000000000e+01 5.000000000000000000e+00 -1.000000000000000000e+01 -3.000000000000000000e+00 -3.000000000000000000e+00 5.514199999999999591e+02
1.500000000000000000e+01 5.100000000000000000e+01 4.000000000000000000e+00 -9.000000000000000000e+00 -2.000000000000000000e+00 -4.000000000000000000e+00 6.362799999999999727e+02
4.800000000000000000e+01 5.600000000000000000e+01 7.000000000000000000e+00 -1.000000000000000000e+00 4.000000000000000000e+00 -5.000000000000000000e+00 4.149599999999999795e+02
3.800000000000000000e+01 5.100000000000000000e+01 2.000000000000000000e+00 -3.000000000000000000e+00 -1.000000000000000000e+00 5.000000000000000000e+00 6.674500000000000455e+02
3.100000000000000000e+01 3.400000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.465999999999999659e+01
2.900000000000000000e+01 3.900000000000000000e+01 3.000000000000000000e+00 0.000000000000000000e+00 -5.000000000000000000e+00 7.000000000000000000e+00 -2.675299999999999727e+02
2.600000000000000000e+01 5.700000000000000000e+01 3.000000000000000000e+00 -8.000000000000000000e+00 -3.000000000000000000e+00 6.000000000000000000e+00 2.088499999999999943e+02
2.900000000000000000e+01 4.100000000000000000e+01 5.000000000000000000e+00 -1.000000000000000000e+01 -2.000000000000000000e+00 0.000000000000000000e+00 1.166099999999999994e+02
1.700000000000000000e+01 3.000000000000000000e+01 2.000000000000000000e+00 -2.000000000000000000e+00 -3.000000000000000000e+00 -3.000000000000000000e+00 6.682300000000000182e+02
3.100000000000000000e+01 5.400000000000000000e+01 7.000000000000000000e+00 4.000000000000000000e+00 1.000000000000000000e+00 -2.000000000000000000e+00 -1.772700000000000102e+02
4.400000000000000000e+01 4.100000000000000000e+01 7.000000000000000000e+00 3.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 8.836000000000000227e+02
5.600000000000000000e+01 4.600000000000000000e+01 2.000000000000000000e+00 -7.000000000000000000e+00 -1.000000000000000000e+00 -1.000000000000000000e+01 -9.380000000000000782e+00
4.200000000000000000e+01 4.900000000000000000e+01 6.000000000000000000e+00 -9.000000000000000000e+00 -3.000000000000000000e+00 -2.000000000000000000e+00 8.883099999999999454e+02
4.000000000000000000e+01 3.100000000000000000e+01 2.000000000000000000e+00 6.000000000000000000e+00 -3.000000000000000000e+00 3.000000000000000000e+00 1.086799999999999955e+03
2.100000000000000000e+01 5.600000000000000000e+01 6.000000000000000000e+00 4.000000000000000000e+00 2.000000000000000000e+00 5.000000000000000000e+00 8.177100000000000364e+02
2.600000000000000000e+01 4.000000000000000000e+01 6.000000000000000000e+00 0.000000000000000000e+00 -3.000000000000000000e+00 9.000000000000000000e+00 4.421999999999999886e+01
2.200000000000000000e+01 5.900000000000000000e+01 7.000000000000000000e+00 9.000000000000000000e+00 -1.000000000000000000e+00 -9.000000000000000000e+00 9.095399999999999636e+02
1.400000000000000000e+01 3.900000000000000000e+01 3.000000000000000000e+00 -7.000000000000000000e+00 -4.000000000000000000e+00 0.000000000000000000e+00 6.154099999999999682e+02
